date,supply,demand,investment,policy,technology,total
20231226,26.352009446574204,24.288460564610883,0.0,0.0,0.0,15.295318447453692
20231227,25.034408974245494,23.074037536380338,0.0,0.0,0.0,14.530552525081006
20231228,23.782688525533217,21.92033565956132,0.0,0.0,0.0,13.804024898826956
20231229,22.593554099256554,20.824318876583252,0.0,0.0,0.0,13.113823653885607
20231230,21.463876394293724,19.783102932754087,0.0,0.0,0.0,12.458132471191323
20231231,84.39068257457903,74.79394778611638,0.0,0.0,0.0,48.23522584763175
20240101,80.17114844585008,71.05425039681056,0.0,0.0,0.0,45.82346455525017
20240102,76.16259102355757,67.50153787697003,0.0,0.0,0.0,43.532291327487656
20240103,72.35446147237968,64.12646098312153,0.0,0.0,0.0,41.35567676111327
20240104,68.73673839876069,60.92013793396545,0.0,0.0,0.0,39.287892923057605
20240105,65.29990147882266,57.874131037267176,0.0,0.0,0.0,37.32349827690473
20240106,62.034906404881525,54.980424485403816,0.0,0.0,0.0,35.45732336305949
20240107,58.93316108463745,52.23140326113362,0.0,0.0,0.0,33.684457194906514
20240108,55.98650303040557,49.61983309807694,0.0,0.0,0.0,32.00023433516118
20240109,53.187177878885294,47.13884144317309,0.0,0.0,0.0,30.400222618403124
20240110,50.52781898494103,44.78189937101443,0.0,0.0,0.0,28.880211487482967
20240111,48.001428035693976,42.54280440246371,0.0,0.0,0.0,27.43620091310882
20240112,45.601356633909276,40.41566418234052,0.0,0.0,0.0,26.064390867453376
20240113,43.32128880221381,38.39488097322349,0.0,0.0,0.0,24.761171324080706
20240114,41.15522436210311,36.475136924562314,0.0,0.0,0.0,23.523112757876667
20240115,39.097463143997956,34.6513800783342,100.0,0.0,0.0,42.34695711998283
20240116,37.14258998679806,32.91881107441749,95.0,0.0,0.0,40.22960926398369
20240117,35.28546048745815,31.272870520696614,90.25,0.0,0.0,38.21812880078451
20240118,33.52118746308524,29.709226994661783,85.7375,0.0,0.0,36.30722236074528
20240119,31.845128089930977,28.223765644928694,81.45062499999999,0.0,0.0,34.49186124270801
20240120,30.252871685434428,26.81257736268226,77.37809374999999,0.0,0.0,32.767268180572614
20240121,28.740228101162707,25.471948494548144,73.50918906249998,0.0,0.0,31.12890477154398
20240122,27.30321669610457,24.198351069820735,69.83372960937498,0.0,0.0,29.572459532966782
20240123,25.93805586129934,22.988433516329696,66.34204312890623,0.0,0.0,28.093836556318436
20240124,24.64115306823437,21.83901184051321,63.02494097246091,0.0,0.0,26.689144728502512
20240125,23.40909541482265,20.747061248487547,59.87369392383786,0.0,0.0,25.35468749207739
20240126,22.238640644081517,19.709708186063168,56.880009227645964,0.0,0.0,24.086953117473517
20240127,21.12670861187744,18.72422277676001,54.03600876626366,0.0,0.0,22.88260546159984
20240128,20.070373181283568,17.788011637922008,51.33420832795048,0.0,0.0,21.738475188519846
20240129,19.066854522219387,16.898611056025906,48.76749791155295,0.0,0.0,20.65155142909385
20240130,18.113511796108416,16.05368050322461,46.3291230159753,0.0,0.0,19.61897385763916
20240131,54.807836206302994,48.15099647806338,44.012666865176534,0.0,0.0,40.0230251647572
20240201,52.06744439598784,45.7434466541602,41.812033521917705,0.0,0.0,38.02187390651933
20240202,49.464072176188445,43.45627432145219,39.72143184582182,0.0,0.0,36.12078021119337
20240203,46.99086856737902,41.28346060537958,37.73536025353073,0.0,0.0,34.3147412006337
20240204,44.641325139010064,39.2192875751106,35.84859224085419,0.0,0.0,32.59900414060201
20240205,42.40925888205956,37.258323196355065,34.05616262881148,0.0,0.0,30.96905393357191
20240206,40.28879593795658,35.39540703653731,32.3533544973709,0.0,0.0,29.420601236893305
20240207,38.274356141058746,33.62563668471044,30.735686772502355,0.0,0.0,27.949571175048643
20240208,36.360638334005806,31.94435485047492,29.198902433877237,0.0,0.0,26.552092616296207
20240209,34.542606417305514,30.347137107951173,27.738957312183373,0.0,0.0,25.224487985481396
20240210,32.815476096440236,28.829780252553615,26.352009446574204,0.0,0.0,23.963263586207326
20240211,31.17470229161822,27.388291239925934,25.034408974245494,0.0,0.0,22.765100406896963
20240212,29.61596717703731,26.018876677929637,23.782688525533217,0.0,0.0,21.626845386552112
20240213,28.13516881818544,24.717932844033154,22.593554099256554,0.0,0.0,20.545503117224502
20240214,26.72841037727617,23.482036201831495,21.463876394293724,0.0,0.0,19.518227961363277
20240215,25.39198985841236,22.30793439173992,20.390682574579035,0.0,0.0,18.542316563295113
20240216,24.12239036549174,21.192537672152923,19.371148445850082,0.0,0.0,17.615200735130358
20240217,22.916270847217152,20.132910788545278,18.402591023557576,0.0,0.0,16.734440698373838
20240218,21.770457304856293,19.126265249118013,17.482461472379697,0.0,0.0,15.897718663455144
20240219,20.681934439613478,18.169951986662113,16.60833839876071,0.0,0.0,15.102832730282387
20240220,19.647837717632804,17.261454387329007,15.777921478822675,0.0,0.0,14.347691093768267
20240221,18.665445831751164,16.398381667962557,14.98902540488154,0.0,0.0,13.630306539079855
20240222,17.732173540163604,15.578462584564429,14.239574134637461,0.0,0.0,12.948791212125862
20240223,16.845564863155424,14.799539455336207,13.527595427905588,0.0,0.0,12.301351651519568
20240224,16.003286619997652,14.059562482569396,12.851215656510307,0.0,0.0,11.68628406894359
20240225,15.203122288997768,13.356584358440925,12.208654873684791,0.0,0.0,11.101969865496407
20240226,14.442966174547879,12.688755140518879,11.59822213000055,0.0,0.0,10.546871372221588
20240227,13.720817865820484,12.054317383492934,11.018311023500523,0.0,0.0,10.019527803610508
20240228,13.034776972529459,11.451601514318288,10.467395472325496,0.0,0.0,9.518551413429982
20240229,47.58303812390299,41.67902143860237,9.94402569870922,0.0,0.0,29.062623842758477
20240301,45.20388621770783,39.595070366672246,9.44682441377376,0.0,0.0,27.609492650620556
20240302,42.94369190682244,37.61531684833863,8.97448319308507,0.0,0.0,26.229018018089523
20240303,40.796507311481314,35.734551005921695,8.525759033430816,0.0,0.0,24.917567117185047
20240304,38.756681945907246,33.94782345562561,8.099471081759274,0.0,0.0,23.671688761325793
20240305,36.81884784861188,32.25043228284433,7.69449752767131,0.0,0.0,22.4881043232595
20240306,34.97790545618128,30.637910668702112,7.309772651287744,0.0,0.0,21.363699107096526
20240307,33.22901018337222,29.106015135267004,6.944284018723357,0.0,0.0,20.2955141517417
20240308,31.567559674203604,27.650714378503654,6.5970698177871885,0.0,0.0,19.28073844415461
20240309,29.98918169049342,26.26817865957847,6.267216326897829,0.0,0.0,18.316701521946882
20240310,28.489722605968748,24.954769726599547,5.953855510552938,0.0,0.0,17.400866445849537
20240311,27.065236475670307,23.70703124026957,5.6561627350252905,0.0,0.0,16.53082312355706
20240312,25.71197465188679,22.52167967825609,5.373354598274026,0.0,0.0,15.704281967379204
20240313,24.42637591929245,21.39559569434328,5.104686868360324,0.0,0.0,14.919067869010242
20240314,23.205057123327826,20.325815909626115,4.849452524942308,0.0,0.0,14.173114475559728
20240315,22.044804267161435,19.309525114144808,4.606979898695192,0.0,0.0,13.464458751781741
20240316,20.942564053803363,18.344048858437567,4.376630903760432,0.0,0.0,12.791235814192655
20240317,19.895435851113195,17.426846415515687,4.157799358572411,0.0,0.0,12.151674023483022
20240318,18.900664058557535,16.555504094739902,3.94990939064379,0.0,0.0,11.54409032230887
20240319,17.955630855629657,15.727728890002906,3.7524139211116005,0.0,0.0,10.966885806193426
20240320,17.057849312848173,14.94134244550276,3.5647932250560204,0.0,0.0,10.418541515883755
20240321,16.204956847205764,14.194275323227622,3.3865535638032194,0.0,0.0,9.897614440089566
20240322,15.394709004845476,13.48456155706624,3.2172258856130584,0.0,0.0,9.402733718085088
20240323,14.624973554603201,12.810333479212927,3.0563645913324056,0.0,0.0,8.932597032180833
20240324,13.89372487687304,12.16981680525228,2.9035463617657853,0.0,0.0,8.485967180571791
20240325,13.199038633029389,11.561325964989665,2.758369043677496,0.0,0.0,8.0616688215432
20240326,12.539086701377919,10.983259666740182,2.620450591493621,0.0,0.0,7.65858538046604
20240327,11.912132366309022,10.434096683403173,2.48942806191894,0.0,0.0,7.275656111442739
20240328,11.31652574799357,9.912391849233014,2.364956658822993,0.0,0.0,6.911873305870602
20240329,10.750699460593891,9.416772256771363,2.2467088258818433,0.0,0.0,6.566279640577071
20240330,10.213164487564196,8.945933643932795,2.134373384587751,0.0,0.0,6.237965658548217
20240331,42.50250626318599,37.198636961736156,2.0276547153583633,0.0,0.0,24.58106737562081
20240401,40.37738095002669,35.33870511364935,1.926271979590445,0.0,0.0,23.352014006839767
20240402,38.35851190252536,33.57176985796688,1.8299583806109228,0.0,0.0,22.18441330649778
20240403,36.44058630739909,31.893181365068532,1.7384604615803765,0.0,0.0,21.07519264117289
20240404,34.618556992029134,30.298522296815104,1.6515374385013575,0.0,0.0,20.021433009114244
20240405,32.88762914242768,28.783596181974346,1.5689605665762896,0.0,0.0,19.020361358658533
20240406,31.24324768530629,27.344416372875628,1.490512538247475,0.0,0.0,18.069343290725605
20240407,29.681085301040973,25.977195554231844,1.4159869113351014,0.0,0.0,17.16587612618932
20240408,28.197031035988925,24.67833577652025,1.3451875657683463,0.0,0.0,16.307582319879856
20240409,26.787179484189476,23.444418987694235,1.2779281874799289,0.0,0.0,15.492203203885861
20240410,25.44782050998,22.272198038309522,1.2140317781059324,0.0,0.0,14.717593043691567
20240411,24.175429484481,21.158588136394044,1.1533301892006358,0.0,0.0,13.981713391506988
20240412,22.96665801025695,20.10065872957434,1.0956636797406039,0.0,0.0,13.282627721931638
20240413,21.8183251097441,19.095625793095625,1.0408804957535736,0.0,0.0,12.618496335835056
20240414,20.727408854256897,18.140844503440842,0.9888364709658948,0.0,0.0,11.987571519043302
20240415,19.69103841154405,17.2338022782688,0.9393946474176,0.0,0.0,11.388192943091138
20240416,18.706486490966846,16.37211216435536,0.89242491504672,0.0,0.0,10.81878329593658
20240417,17.771162166418502,15.553506556137592,0.8478036692943839,0.0,0.0,10.27784413113975
20240418,16.882604058097577,14.775831228330711,0.8054134858296647,0.0,0.0,9.763951924582761
20240419,16.0384738551927,14.037039666914175,0.7651428115381814,0.0,0.0,9.275754328353624
20240420,15.236550162433064,13.335187683568465,0.7268856709612723,0.0,0.0,8.811966611935942
20240421,14.47472265431141,12.668428299390042,0.6905413874132087,0.0,0.0,8.371368281339146
20240422,13.75098652159584,12.03500688442054,0.6560143180425483,0.0,0.0,7.952799867272189
20240423,13.063437195516046,11.433256540199512,0.6232136021404209,0.0,0.0,7.555159873908578
20240424,12.410265335740243,10.861593713189535,0.5920529220333998,0.0,0.0,7.177401880213149
20240425,11.78975206895323,10.318514027530059,0.5624502759317298,0.0,0.0,6.818531786202491
20240426,11.200264465505569,9.802588326153556,0.5343277621351433,0.0,0.0,6.477605196892367
20240427,10.64025124223029,9.312458909845878,0.5076113740283862,0.0,0.0,6.153724937047747
20240428,10.108238680118776,8.846835964353584,0.4822308053269668,0.0,0.0,5.8460386901953605
20240429,9.602826746112836,8.404494166135905,0.45811926506061845,0.0,0.0,5.553736755685592
20240430,39.52268540880719,34.58426945782911,0.4352133018075875,0.0,0.0,22.56604991790131
20240501,37.54655113836683,32.85505598493765,0.4134526367172081,0.0,0.0,21.437747422006243
20240502,35.669223581448485,31.212303185690764,0.3927800048813477,0.0,0.0,20.36586005090593
20240503,33.88576240237606,29.651688026406227,0.3731410046372803,0.0,0.0,19.34756704836063
20240504,32.19147428225725,28.169103625085913,0.35448395440541625,0.0,0.0,18.3801886959426
20240505,30.581900568144388,26.760648443831617,0.3367597566851454,0.0,0.0,17.461179261145467
20240506,29.052805539737168,25.422616021640035,0.31992176885088813,0.0,0.0,16.588120298088196
20240507,27.60016526275031,24.151485220558033,0.3039256804083437,0.0,0.0,15.758714283183785
20240508,26.220156999612794,22.94391095953013,0.28872939638792655,0.0,0.0,14.970778569024594
20240509,24.909149149632153,21.79671541155362,0.2742929265685302,0.0,0.0,14.222239640573365
20240510,23.663691692150543,20.706879640975938,0.2605782802401037,0.0,0.0,13.511127658544694
20240511,22.480507107543016,19.67153565892714,0.2475493662280985,0.0,0.0,12.83557127561746
20240512,21.356481752165863,18.687958875980783,0.23517189791669357,0.0,0.0,12.193792711836586
20240513,20.28865766455757,17.753560932181742,0.22341330302085888,0.0,0.0,11.584103076244757
20240514,19.27422478132969,16.865882885572653,0.21224263786981593,0.0,0.0,11.004897922432518
20240515,18.310513542263205,16.02258874129402,0.20163050597632512,0.0,0.0,10.454653026310892
20240516,17.394987865150043,15.221459304229317,0.19154898067750886,0.0,0.0,9.931920374995345
20240517,16.52523847189254,14.46038633901785,0.18197153164363342,0.0,0.0,9.435324356245578
20240518,15.698976548297912,13.737367022066957,0.17287295506145173,0.0,0.0,8.9635581384333
20240519,14.914027720883016,13.05049867096361,0.16422930730837915,0.0,0.0,8.515380231511633
20240520,14.168326334838865,12.397973737415429,0.15601784194296017,0.0,0.0,8.089611219936053
20240521,13.45991001809692,11.778075050544656,0.14821694984581216,0.0,0.0,7.685130658939249
20240522,12.786914517192074,11.189171298017422,0.14080610235352153,0.0,0.0,7.300874125992286
20240523,12.14756879133247,10.62971273311655,0.13376579723584545,0.0,0.0,6.935830419692671
20240524,11.540190351765846,10.098227096460722,0.12707750737405316,0.0,0.0,6.589038898708037
20240525,10.963180834177553,9.593315741637685,0.1207236320053505,0.0,0.0,6.259586953772634
20240526,10.415021792468675,9.1136499545558,0.11468745040508296,0.0,0.0,5.946607606084003
20240527,9.89427070284524,8.65796745682801,0.10895307788482882,0.0,0.0,5.6492772257798025
20240528,9.399557167702978,8.22506908398661,0.10350542399058738,0.0,0.0,5.366813364490812
20240529,8.929579309317829,7.813815629787278,0.098330152791058,0.0,0.0,5.098472696266271
20240530,8.483100343851937,7.423124848297914,0.09341364515150509,0.0,0.0,4.843549061452958
20240531,36.05894532665934,31.55196860588302,0.08874296289392983,0.0,0.0,20.526371608380312
20240601,34.25599806032637,29.974370175588867,0.08430581474923333,0.0,0.0,19.500053027961293
20240602,32.54319815731005,28.475651666809423,0.08009052401177166,0.0,0.0,18.52505037656323
20240603,30.916038249444547,27.05186908346895,0.07608599781118308,0.0,0.0,17.598797857735065
20240604,29.37023633697232,25.699275629295503,0.07228169792062393,0.0,0.0,16.71885796484831
20240605,27.9017245201237,24.414311847830728,0.06866761302459273,0.0,0.0,15.882915066605895
20240606,26.506638294117515,23.19359625543919,0.0652342323733631,0.0,0.0,15.0887693132756
20240607,25.181306379411637,22.03391644266723,0.061972520754694935,0.0,0.0,14.334330847611819
20240608,23.922241060441053,20.93222062053387,0.05887389471696019,0.0,0.0,13.617614305231228
20240609,22.726129007419,19.885609589507176,0.05593019998111218,0.0,0.0,12.936733589969666
20240610,21.58982255704805,18.891329110031815,0.053133689982056566,0.0,0.0,12.289896910471182
20240611,20.510331429195645,17.946762654530225,0.05047700548295374,0.0,0.0,11.67540206494762
20240612,19.484814857735863,17.04942452180371,0.047953155208806046,0.0,0.0,11.09163196170024
20240613,18.510574114849067,16.196953295713524,0.04555549744836574,0.0,0.0,10.537050363615226
20240614,17.585045409106613,15.387105630927847,0.043277722575947454,0.0,0.0,10.010197845434465
20240615,16.70579313865128,14.617750349381454,0.04111383644715008,0.0,0.0,9.509687953162741
20240616,15.870503481718716,13.886862831912381,0.039058144624792575,0.0,0.0,9.034203555504604
20240617,15.07697830763278,13.192519690316761,0.037105237393552946,0.0,0.0,8.582493377729373
20240618,14.32312939225114,12.532893705800923,0.0352499755238753,0.0,0.0,8.153368708842905
20240619,13.606972922638581,11.906249020510876,0.03348747674768154,0.0,0.0,7.745700273400759
20240620,12.926624276506653,11.310936569485332,0.03181310291029746,0.0,0.0,7.35841525973072
20240621,12.28029306268132,10.745389741011065,0.030222447764782584,0.0,0.0,6.990494496744184
20240622,11.666278409547253,10.208120253960512,0.028711325376543452,0.0,0.0,6.640969771906976
20240623,11.08296448906989,9.697714241262487,0.027275759107716277,0.0,0.0,6.308921283311626
20240624,10.528816264616395,9.212828529199362,0.025911971152330463,0.0,0.0,5.993475219146045
20240625,10.002375451385575,8.752187102739393,0.02461637259471394,0.0,0.0,5.693801458188742
20240626,9.502256678816297,8.314577747602423,0.02338555396497824,0.0,0.0,5.409111385279305
20240627,9.027143844875482,7.898848860222301,0.022216276266729326,0.0,0.0,5.13865581601534
20240628,8.575786652631708,7.503906417211185,0.02110546245339286,0.0,0.0,4.881723025214572
20240629,8.146997320000121,7.128711096350626,0.020050189330723216,0.0,0.0,4.637636873953843
20240630,33.339647454000115,29.172275541533093,0.019047679864187053,0.0,0.0,18.96575503025615
20240701,31.672665081300106,27.713661764456436,0.0180952958709777,0.0,0.0,18.01746727874334
20240702,30.0890318272351,26.327978676233613,0.017190531077428815,0.0,0.0,17.116593914806177
20240703,28.584580235873343,25.01157974242193,0.016331004523557374,0.0,0.0,16.260764219065862
20240704,27.155351224079674,23.76100075530083,0.015514454297379505,0.0,0.0,15.44772600811257
20240705,25.797583662875688,22.57295071753579,0.014738731582510529,0.0,0.0,14.67533970770694
20240706,24.507704479731903,21.444303181659,0.014001795003385002,0.0,0.0,13.941572722321592
20240707,23.282319255745307,20.372088022576047,0.013301705253215751,0.0,0.0,13.24449408620551
20240708,22.11820329295804,19.353483621447243,0.012636619990554963,0.0,0.0,12.582269381895236
20240709,21.012293128310137,18.38580944037488,0.012004788991027214,0.0,0.0,11.953155912800472
20240710,19.96167847189463,17.466518968356137,0.011404549541475852,0.0,0.0,11.35549811716045
20240711,18.9635945482999,16.59319301993833,0.010834322064402059,0.0,0.0,10.787723211302426
20240712,18.015414820884903,15.763533368941411,0.010292605961181955,0.0,0.0,10.248337050737305
20240713,17.11464407984066,14.97535670049434,0.009777975663122856,0.0,0.0,9.73592019820044
20240714,16.258911875848625,14.226588865469623,0.009289076879966713,0.0,0.0,9.249124188290418
20240715,15.445966282056194,13.515259422196142,0.008824623035968376,0.0,0.0,8.786667978875897
20240716,14.673667967953383,12.839496451086333,0.008383391884169956,0.0,0.0,8.3473345799321
20240717,13.939984569555714,12.197521628532016,0.007964222289961458,0.0,0.0,7.929967850935496
20240718,13.242985341077928,11.587645547105414,0.007566011175463384,0.0,0.0,7.533469458388721
20240719,12.580836074024031,11.008263269750142,0.0071877106166902145,0.0,0.0,7.156795985469285
20240720,11.951794270322829,10.457850106262635,0.006828325085855703,0.0,0.0,6.798956186195819
20240721,11.354204556806687,9.934957600949502,0.006486908831562918,0.0,0.0,6.459008376886029
20240722,10.786494328966352,9.438209720902027,0.006162563389984772,0.0,0.0,6.136057958041726
20240723,10.247169612518034,8.966299234856924,0.005854435220485533,0.0,0.0,5.82925506013964
20240724,9.734811131892132,8.517984273114077,0.005561713459461257,0.0,0.0,5.537792307132658
20240725,9.248070575297525,8.092085059458373,0.005283627786488194,0.0,0.0,5.260902691776025
20240726,8.785667046532648,7.687480806485454,0.005019446397163784,0.0,0.0,4.997857557187223
20240727,8.346383694206015,7.303106766161181,0.004768474077305594,0.0,0.0,4.747964679327861
20240728,7.9290645094957135,6.937951427853122,0.004530050373440314,0.0,0.0,4.5105664453614684
20240729,7.532611284020928,6.591053856460466,0.004303547854768298,0.0,0.0,4.285038123093394
20240730,7.1559807198198815,6.261501163637442,0.004088370462029883,0.0,0.0,4.070786216938725
20240731,29.99818168382889,26.248426105455568,0.0038839519389283887,0.0,0.0,17.062246906091787
20240801,28.498272599637442,24.93600480018279,0.003689754341981969,0.0,0.0,16.209134560787195
20240802,27.07335896965557,23.68920456017365,0.0035052666248828706,0.0,0.0,15.398677832747836
20240803,25.71969102117279,22.504744332164968,0.003330003293638727,0.0,0.0,14.628743941110445
20240804,24.43370647011415,21.37950711555672,0.0031635031289567904,0.0,0.0,13.897306744054923
20240805,23.21202114660844,20.310531759778883,0.003005327972508951,0.0,0.0,13.202441406852175
20240806,22.051420089278015,19.29500517178994,0.002855061573883503,0.0,0.0,12.542319336509566
20240807,20.948849084814114,18.33025491320044,0.002712308495189328,0.0,0.0,11.915203369684086
20240808,19.90140663057341,17.41374216754042,0.0025766930704298613,0.0,0.0,11.319443201199885
20240809,18.90633629904474,16.543055059163397,0.0024478584169083683,0.0,0.0,10.753471041139889
20240810,17.9610194840925,15.715902306205226,0.00232546549606295,0.0,0.0,10.215797489082894
20240811,17.062968509887874,14.930107190894965,0.002209192221259802,0.0,0.0,9.705007614628748
20240812,16.209820084393478,14.183601831350217,0.0020987326101968118,0.0,0.0,9.21975723389731
20240813,15.399329080173803,13.474421739782706,0.001993795979686971,0.0,0.0,8.758769372202444
20240814,14.629362626165113,12.80070065279357,0.0018941061807026224,0.0,0.0,8.320830903592322
20240815,13.897894494856857,12.16066562015389,0.001799400871667491,0.0,0.0,7.904789358412706
20240816,13.202999770114014,11.552632339146196,0.0017094308280841163,0.0,0.0,7.509549890492071
20240817,12.542849781608313,10.975000722188886,0.0016239592866799104,0.0,0.0,7.134072395967467
20240818,11.915707292527896,10.426250686079442,0.0015427613223459148,0.0,0.0,6.7773687761690935
20240819,11.3199219279015,9.90493815177547,0.001465623256228619,0.0,0.0,6.438500337360638
20240820,10.753925831506425,9.409691244186696,0.001392342093417188,0.0,0.0,6.116575320492606
20240821,10.216229539931103,8.93920668197736,0.0013227249887463285,0.0,0.0,5.8107465544679755
20240822,9.705418062934546,8.492246347878492,0.001256588739309012,0.0,0.0,5.520209226744576
20240823,9.22014715978782,8.067634030484568,0.0011937593023435612,0.0,0.0,5.244198765407347
20240824,8.759139801798428,7.664252328960339,0.001134071337226383,0.0,0.0,4.98198882713698
20240825,8.321182811708507,7.281039712512322,0.001077367770365064,0.0,0.0,4.732889385780131
20240826,7.905123671123081,6.916987726886705,0.0010234993818468107,0.0,0.0,4.496244916491124
20240827,7.509867487566927,6.57113834054237,0.00097232441275447,0.0,0.0,4.2714326706665675
20240828,7.1343741131885805,6.242581423515251,0.0009237081921167465,0.0,0.0,4.057861037133239
20240829,6.777655407529151,5.930452352339488,0.0008775227825109092,0.0,0.0,3.854967985276577
20240830,6.438772637152693,5.633929734722513,0.0008336466433853637,0.0,0.0,3.6622195860127476
20240831,26.91683400529506,23.552233247986386,0.0007919643112160955,0.0,0.0,15.30910860671211
20240901,25.570992305030305,22.374621585587064,0.0007523660956552906,0.0,0.0,14.543653176376504
20240902,24.292442689778788,21.25589050630771,0.0007147477908725261,0.0,0.0,13.81647051755768
20240903,23.077820555289847,20.193095980992325,0.0006790104013288998,0.0,0.0,13.125646991679792
20240904,21.923929527525353,19.183441181942708,0.0006450598812624547,0.0,0.0,12.469364642095801
20240905,20.827733051149085,18.224269122845573,0.0006128068871993319,0.0,0.0,11.845896409991012
20240906,19.78634639859163,17.313055666703296,0.0005821665428393653,0.0,0.0,11.253601589491462
20240907,18.797029078662046,16.44740288336813,0.000553058215697397,0.0,0.0,10.690921510016887
20240908,17.857177624728944,15.625032739199723,0.0005254053049125271,0.0,0.0,10.156375434516043
20240909,16.964318743492495,14.843781102239737,0.0004991350396669008,0.0,0.0,9.64855666279024
20240910,16.11610280631787,14.101592047127749,0.0004741782876835557,0.0,0.0,9.166128829650729
20240911,15.310297666001976,13.39651244477136,0.0004504693732993779,0.0,0.0,8.707822388168191
20240912,14.544782782701876,12.726686822532791,0.000427945904634409,0.0,0.0,8.272431268759782
20240913,13.817543643566783,12.090352481406152,0.00040654860940268853,0.0,0.0,7.858809705321792
20240914,13.126666461388442,11.485834857335844,0.00038622117893255406,0.0,0.0,7.465869220055701
20240915,12.47033313831902,10.911543114469051,0.00036691011998592633,0.0,0.0,7.092575759052917
20240916,11.846816481403069,10.365965958745598,0.00034856461398663,0.0,0.0,6.73794697110027
20240917,11.254475657332915,9.847667660808318,0.0003311363832872985,0.0,0.0,6.401049622545257
20240918,10.691751874466268,9.355284277767902,0.00031457956412293353,0.0,0.0,6.080997141417994
20240919,10.157164280742954,8.887520063879506,0.00029885058591678685,0.0,0.0,5.776947284347094
20240920,9.649306066705806,8.443144060685531,0.0002839080566209475,0.0,0.0,5.488099920129739
20240921,9.166840763370516,8.020986857651254,0.0002697126537899001,0.0,0.0,5.213694924123252
20240922,8.70849872520199,7.619937514768691,0.0002562270211004051,0.0,0.0,4.95301017791709
20240923,8.27307378894189,7.238940639030256,0.00024341567004538484,0.0,0.0,4.7053596690212345
20240924,7.859420099494795,6.8769936070787425,0.00023124488654311558,0.0,0.0,4.470091685570172
20240925,7.466449094520055,6.533143926724805,0.0002196826422159598,0.0,0.0,4.246587101291663
20240926,7.093126639794051,6.206486730388565,0.00020869851010516178,0.0,0.0,4.03425774622708
20240927,6.738470307804349,5.896162393869136,0.00019826358459990368,0.0,0.0,3.832544858915726
20240928,6.4015467924141305,5.601354274175679,0.00018835040536990848,0.0,0.0,3.640917615969939
20240929,6.081469452793423,5.321286560466895,0.00017893288510141306,0.0,0.0,3.458871735171442
20240930,24.177395980153754,21.15522223244355,0.0001699862408463424,0.0,0.0,13.75092814841287
20241001,22.968526181146064,20.09746112082137,0.00016148692880402527,0.0,0.0,13.063381740992225
20241002,21.82009987208876,19.0925880647803,0.000153412582363824,0.0,0.0,12.410212653942613
20241003,20.72909487848432,18.137958661541287,0.0001457419532456328,0.0,0.0,11.789702021245482
20241004,19.692640134560104,17.23106072846422,0.00013845485558335117,0.0,0.0,11.200216920183209
20241005,18.708008127832098,16.369507692041008,0.0001315321128041836,0.0,0.0,10.640206074174047
20241006,17.772607721440494,15.551032307438957,0.00012495550716397442,0.0,0.0,10.108195770465345
20241007,16.883977335368467,14.77348069206701,0.00011870773180577569,0.0,0.0,9.602785981942077
20241008,16.039778468600044,14.034806657463658,0.0001127723452154869,0.0,0.0,9.122646682844971
20241009,15.237789545170042,13.333066324590474,0.00010713372795471255,0.0,0.0,8.666514348702723
20241010,14.475900067911539,12.66641300836095,0.00010177704155697692,0.0,0.0,8.233188631267588
20241011,13.75210506451596,12.033092357942902,9.668818947912807e-05,0.0,0.0,7.821529199704207
20241012,13.064499811290162,11.431437740045757,9.185378000517166e-05,0.0,0.0,7.430452739718996
20241013,12.411274820725653,10.859865853043468,8.726109100491307e-05,0.0,0.0,7.058930102733046
20241014,11.79071107968937,10.316872560391294,8.289803645466741e-05,0.0,0.0,6.7059835975963935
20241015,11.201175525704901,9.801028932371729,7.875313463193404e-05,0.0,0.0,6.370684417716574
20241016,10.641116749419655,9.310977485753142,7.481547790033734e-05,0.0,0.0,6.052150196830745
20241017,10.109060911948673,8.845428611465485,7.107470400532047e-05,0.0,0.0,5.749542686989208
20241018,9.603607866351238,8.40315718089221,6.752096880505445e-05,0.0,0.0,5.462065552639747
20241019,9.123427473033676,7.982999321847599,6.414492036480173e-05,0.0,0.0,5.18896227500776
20241020,8.66725609938199,7.583849355755219,6.0937674346561646e-05,0.0,0.0,4.92951416125737
20241021,8.23389329441289,7.204656887967458,5.789079062923356e-05,0.0,0.0,4.683038453194501
20241022,7.822198629692246,6.844424043569084,5.499625109777188e-05,0.0,0.0,4.448886530534777
20241023,7.431088698207634,6.50220284139063,5.224643854288328e-05,0.0,0.0,4.226442204008038
20241024,7.059534263297252,6.177092699321098,4.963411661573912e-05,0.0,0.0,4.015120093807636
20241025,6.706557550132389,5.868238064355043,4.715241078495216e-05,0.0,0.0,3.8143640891172534
20241026,6.371229672625769,5.574826161137291,4.479479024570455e-05,0.0,0.0,3.623645884661391
20241027,6.05266818899448,5.296084853080426,4.2555050733419325e-05,0.0,0.0,3.4424635904283214
20241028,5.750034779544756,5.031280610426405,4.042729819674836e-05,0.0,0.0,3.270340410906905
20241029,5.462533040567518,4.7797165799050845,3.840593328691094e-05,0.0,0.0,3.1068233903615594
20241030,5.189406388539142,4.54073075090983,3.648563662256539e-05,0.0,0.0,2.9514822208434817
20241031,20.929936069112184,18.31369421336434,3.4661354791437114e-05,0.0,0.0,11.903908109801307
20241101,19.883439265656573,17.398009502696123,3.2928287051865256e-05,0.0,0.0,11.30871270431124
