date,supply,demand,investment,policy,technology,total
20230416,29.808594731014797,26.08252038963795,0.0,0.0,0.0,16.953638253264664
20230417,28.318164994464055,24.77839437015605,0.0,0.0,0.0,16.10595634060143
20230418,26.90225674474085,23.539474651648245,0.0,0.0,0.0,15.300658523571357
20230419,25.557143907503807,22.36250091906583,0.0,0.0,0.0,14.535625597392789
20230420,24.279286712128616,21.24437587311254,0.0,0.0,0.0,13.80884431752315
20230421,23.065322376522186,20.18215707945691,0.0,0.0,0.0,13.118402101646993
20230422,21.912056257696076,19.173049225484064,0.0,0.0,0.0,12.462481996564641
20230423,20.81645344481127,18.21439676420986,0.0,0.0,0.0,11.83935789673641
20230424,19.775630772570704,17.303676925999365,0.0,0.0,0.0,11.247390001899587
20230425,18.786849233942167,16.438493079699395,0.0,0.0,0.0,10.685020501804606
20230426,17.847506772245058,15.616568425714425,0.0,0.0,0.0,10.150769476714377
20230427,16.955131433632804,14.835740004428702,0.0,0.0,0.0,9.643231002878657
20230428,16.107374861951165,14.093953004207266,0.0,0.0,0.0,9.161069452734724
20230429,15.302006118853607,13.389255353996903,0.0,0.0,0.0,8.703015980097987
20230430,78.53690581291093,68.71979258629706,0.0,0.0,0.0,44.66786518109309
20230501,74.61006052226539,65.2838029569822,0.0,0.0,0.0,42.43447192203843
20230502,70.87955749615212,62.019612809133086,0.0,0.0,0.0,40.31274832593651
20230503,67.33557962134451,58.91863216867643,0.0,0.0,0.0,38.297110909639684
20230504,63.96880064027728,55.97270056024261,0.0,0.0,0.0,36.3822553641577
20230505,60.77036060826342,53.17406553223047,0.0,0.0,0.0,34.56314259594981
20230506,57.731842577850244,50.515362255618946,0.0,0.0,0.0,32.83498546615232
20230507,54.84525044895773,47.989594142837994,0.0,0.0,0.0,31.1932361928447
20230508,52.10298792650984,45.590114435696094,0.0,0.0,0.0,29.633574383202465
20230509,49.497838530184346,43.310608713911286,0.0,0.0,0.0,28.151895664042343
20230510,47.02294660367512,41.14507827821572,0.0,0.0,0.0,26.74430088084022
20230511,44.67179927349137,39.087824364304936,0.0,0.0,0.0,25.40708583679821
20230512,42.4382093098168,37.133433146089686,0.0,0.0,0.0,24.1367315449583
20230513,40.31629884432596,35.2767614887852,0.0,0.0,0.0,22.929894967710382
20230514,38.300483902109654,33.512923414345934,0.0,0.0,0.0,21.78340021932486
20230515,36.38545970700417,31.837277243628638,0.0,0.0,0.0,20.69423020835862
20230516,34.56618672165396,30.245413381447204,0.0,0.0,0.0,19.659518697940687
20230517,32.83787738557126,28.733142712374843,0.0,0.0,0.0,18.67654276304365
20230518,31.195983516292696,27.296485576756098,0.0,0.0,0.0,17.742715624891467
20230519,29.63618434047806,25.931661297918293,0.0,0.0,0.0,16.855579843646893
20230520,28.154375123454155,24.635078233022377,0.0,0.0,0.0,16.012800851464547
20230521,26.746656367281446,23.403324321371258,0.0,0.0,0.0,15.21216080889132
20230522,25.40932354891737,22.233158105302696,0.0,0.0,0.0,14.451552768446753
20230523,24.138857371471502,21.12150020003756,0.0,0.0,0.0,13.728975130024414
20230524,22.931914502897925,20.06542519003568,0.0,0.0,0.0,13.042526373523192
20230525,21.785318777753027,19.062153930533896,0.0,0.0,0.0,12.390400054847031
20230526,20.696052838865374,18.1090462340072,0.0,0.0,0.0,11.77088005210468
20230527,19.661250196922104,17.203593922306837,0.0,0.0,0.0,11.182336049499446
20230528,18.678187687075997,16.343414226191495,0.0,0.0,0.0,10.623219247024473
20230529,17.744278302722197,15.52624351488192,0.0,0.0,0.0,10.092058284673248
20230530,16.857064387586085,14.749931339137822,0.0,0.0,0.0,9.587455370439585
20230531,88.01421116820678,77.01243477218092,0.0,0.0,0.0,50.058082601917604
20230601,83.61350060979645,73.16181303357187,0.0,0.0,0.0,47.55517847182172
20230602,79.43282557930662,69.50372238189328,0.0,0.0,0.0,45.17741954823064
20230603,75.46118430034129,66.02853626279861,0.0,0.0,0.0,42.9185485708191
20230604,71.68812508532422,62.72710944965868,0.0,0.0,0.0,40.77262114227814
20230605,68.103718831058,59.59075397717574,0.0,0.0,0.0,38.73399008516424
20230606,64.6985328895051,56.611216278316945,0.0,0.0,0.0,36.79729058090602
20230607,61.463606245029844,53.78065546440109,0.0,0.0,0.0,34.95742605186072
20230608,58.39042593277835,51.09162269118104,0.0,0.0,0.0,33.20955474926768
20230609,55.47090463613943,48.537041556621986,0.0,0.0,0.0,31.549077011804297
20230610,52.69735940433246,46.110189478790886,0.0,0.0,0.0,29.97162316121408
20230611,50.062491434115834,43.80468000485134,0.0,0.0,0.0,28.473042003153374
20230612,47.55936686241004,41.61444600460877,0.0,0.0,0.0,27.049389902995706
20230613,45.18139851928953,39.53372370437833,0.0,0.0,0.0,25.696920407845916
20230614,42.922328593325055,37.557037519159415,0.0,0.0,0.0,24.41207438745362
20230615,40.7762121636588,35.67918564320144,0.0,0.0,0.0,23.19147066808094
20230616,38.737401555475856,33.89522636104137,0.0,0.0,0.0,22.03189713467689
20230617,36.80053147770206,32.20046504298929,0.0,0.0,0.0,20.930302277943042
20230618,34.960504903816954,30.590441790839826,0.0,0.0,0.0,19.88378716404589
20230619,33.2124796586261,29.060919701297834,0.0,0.0,0.0,18.889597805843593
20230620,31.551855675694796,27.60787371623294,0.0,0.0,0.0,17.945117915551414
20230621,29.974262891910055,26.227480030421294,0.0,0.0,0.0,17.04786201977384
20230622,28.47554974731455,24.916106028900227,0.0,0.0,0.0,16.19546891878515
20230623,27.05177225994882,23.670300727455214,0.0,0.0,0.0,15.385695472845889
20230624,25.699183646951376,22.486785691082453,0.0,0.0,0.0,14.616410699203595
20230625,24.414224464603805,21.362446406528328,0.0,0.0,0.0,13.885590164243412
20230626,23.193513241373612,20.29432408620191,0.0,0.0,0.0,13.191310656031241
20230627,22.03383757930493,19.279607881891813,0.0,0.0,0.0,12.531745123229678
20230628,20.93214570033968,18.315627487797222,0.0,0.0,0.0,11.905157867068194
20230629,19.885538415322696,17.39984611340736,0.0,0.0,0.0,11.309899973714783
20230630,82.89126149455656,72.529853807737,0.0,0.0,0.0,47.14440497502905
20230701,78.74669841982873,68.90336111735014,0.0,0.0,0.0,44.78718472627759
20230702,74.80936349883729,65.45819306148263,0.0,0.0,0.0,42.54782548996371
20230703,71.06889532389542,62.185283408408495,0.0,0.0,0.0,40.42043421546552
20230704,67.51545055770065,59.07601923798807,0.0,0.0,0.0,38.39941250469224
20230705,64.13967802981561,56.12221827608867,0.0,0.0,0.0,36.47944187945763
20230706,60.932694128324826,53.31610736228423,0.0,0.0,0.0,34.65546978548474
20230707,57.886059421908584,50.650301994170015,0.0,0.0,0.0,32.9226962962105
20230708,54.99175645081315,48.11778689446151,0.0,0.0,0.0,31.27656148139998
20230709,52.24216862827249,45.71189754973843,0.0,0.0,0.0,29.712733407329978
20230710,49.630060196858864,43.42630267225151,0.0,0.0,0.0,28.227096736963478
20230711,47.14855718701592,41.25498753863893,0.0,0.0,0.0,26.815741900115302
20230712,44.79112932766512,39.19223816170698,0.0,0.0,0.0,25.474954805109533
20230713,42.55157286128186,37.23262625362163,0.0,0.0,0.0,24.20120706485406
20230714,40.423994218217764,35.37099494094055,0.0,0.0,0.0,22.991146711611353
20230715,38.40279450730687,33.602445193893516,0.0,0.0,0.0,21.841589376030782
20230716,36.48265478194153,31.92232293419884,0.0,0.0,0.0,20.749509907229243
20230717,34.658522042844446,30.326206787488896,0.0,0.0,0.0,19.71203441186778
20230718,32.92559594070222,28.80989644811445,0.0,0.0,0.0,18.72643269127439
20230719,31.27931614366711,27.369401625708726,0.0,0.0,0.0,17.79011105671067
20230720,29.715350336483752,26.00093154442329,0.0,0.0,0.0,16.900605503875134
20230721,28.229582819659562,24.70088496720212,0.0,0.0,0.0,16.055575228681377
20230722,26.818103678676582,23.465840718842014,0.0,0.0,0.0,15.252796467247308
20230723,25.47719849474275,22.292548682899913,0.0,0.0,0.0,14.49015664388494
20230724,24.203338570005613,21.177921248754917,0.0,0.0,0.0,13.765648811690692
20230725,22.99317164150533,20.11902518631717,0.0,0.0,0.0,13.077366371106159
20230726,21.843513059430062,19.11307392700131,0.0,0.0,0.0,12.423498052550848
20230727,20.751337406458557,18.157420230651244,0.0,0.0,0.0,11.802323149923305
20230728,19.713770536135627,17.24954921911868,0.0,0.0,0.0,11.212206992427138
20230729,18.728082009328844,16.387071758162747,0.0,0.0,0.0,10.651596642805782
20230730,17.7916779088624,15.56771817025461,0.0,0.0,0.0,10.119016810665492
20230731,84.90209401341929,74.28933226174188,0.0,0.0,0.0,48.288065970132216
20230801,80.65698931274832,70.57486564865478,0.0,0.0,0.0,45.87366267162561
20230802,76.6241398471109,67.04612236622204,0.0,0.0,0.0,43.57997953804432
20230803,72.79293285475535,63.69381624791093,0.0,0.0,0.0,41.400980561142106
20230804,69.15328621201758,60.50912543551538,0.0,0.0,0.0,39.33093153308499
20230805,65.6956219014167,57.483669163739606,0.0,0.0,0.0,37.36438495643074
20230806,62.41084080634586,54.60948570555262,0.0,0.0,0.0,35.496165708609205
20230807,59.29029876602856,51.87901142027499,0.0,0.0,0.0,33.721357423178745
20230808,56.32578382772713,49.28506084926124,0.0,0.0,0.0,32.035289552019805
20230809,53.50949463634077,46.82080780679818,0.0,0.0,0.0,30.43352507441881
20230810,50.83401990452373,44.479767416458266,0.0,0.0,0.0,28.91184882069787
20230811,48.29231890929754,42.25577904563535,0.0,0.0,0.0,27.466256379662976
20230812,45.87770296383266,40.14299009335358,0.0,0.0,0.0,26.092943560679828
20230813,43.58381781564103,38.1358405886859,0.0,0.0,0.0,24.788296382645832
20230814,41.404626924858974,36.2290485592516,0.0,0.0,0.0,23.54888156351354
20230815,39.334395578616025,34.417596131289024,0.0,0.0,0.0,22.371437485337864
20230816,37.36767579968522,32.69671632472457,0.0,0.0,0.0,21.25286561107097
20230817,35.49929200970096,31.06188050848834,0.0,0.0,0.0,20.190222330517418
20230818,33.72432740921591,29.508786483063922,0.0,0.0,0.0,19.18071121399155
20230819,32.03811103875511,28.033347158910725,0.0,0.0,0.0,18.22167565329197
20230820,30.436205486817354,26.631679800965188,0.0,0.0,0.0,17.31059187062737
20230821,28.914395212476485,25.300095810916925,0.0,0.0,0.0,16.445062277096
20230822,27.46867545185266,24.035091020371077,0.0,0.0,0.0,15.6228091632412
20230823,26.095241679260027,22.83333646935252,0.0,0.0,0.0,14.84166870507914
20230824,24.790479595297025,21.691669645884893,0.0,0.0,0.0,14.099585269825182
20230825,23.550955615532175,20.607086163590647,0.0,0.0,0.0,13.394606006333923
20230826,22.373407834755564,19.576731855411115,0.0,0.0,0.0,12.724875706017226
20230827,21.254737443017785,18.59789526264056,0.0,0.0,0.0,12.088631920716363
20230828,20.192000570866895,17.66800049950853,0.0,0.0,0.0,11.484200324680545
20230829,19.18240054232355,16.784600474533104,0.0,0.0,0.0,10.909990308446517
20230830,18.22328051520737,15.945370450806447,0.0,0.0,0.0,10.364490793024192
20230831,89.31211648944699,78.14810192826612,0.0,0.0,0.0,50.79626625337298
20230901,84.84651066497464,74.2406968318528,0.0,0.0,0.0,48.25645294070432
20230902,80.60418513172591,70.52866199026016,0.0,0.0,0.0,45.84363029366911
20230903,76.57397587513961,67.00222889074715,0.0,0.0,0.0,43.551448778985645
20230904,72.74527708138262,63.652117446209786,0.0,0.0,0.0,41.37387634003636
20230905,69.10801322731349,60.4695115738993,0.0,0.0,0.0,39.305182523034546
20230906,65.65261256594782,57.446035995204326,0.0,0.0,0.0,37.33992339688282
20230907,62.36998193765042,54.57373419544411,0.0,0.0,0.0,35.472927227038674
20230908,59.2514828407679,51.845047485671905,0.0,0.0,0.0,33.69928086568674
20230909,56.2889086987295,49.25279511138831,0.0,0.0,0.0,32.0143168224024
20230910,53.47446326379302,46.79015535581889,0.0,0.0,0.0,30.41360098128228
20230911,50.80074010060336,44.45064758802794,0.0,0.0,0.0,28.89292093221816
20230912,48.26070309557319,42.22811520862654,0.0,0.0,0.0,27.448274885607248
20230913,45.84766794079453,40.11670944819521,0.0,0.0,0.0,26.075861141326886
20230914,43.5552845437548,38.110873975785445,0.0,0.0,0.0,24.77206808426054
20230915,41.37752031656706,36.20533027699617,0.0,0.0,0.0,23.533464680047512
20230916,39.308644300738706,34.39506376314636,0.0,0.0,0.0,22.356791446045136
20230917,37.34321208570177,32.67531057498904,0.0,0.0,0.0,21.238951873742877
20230918,35.47605148141668,31.041545046239587,0.0,0.0,0.0,20.177004280055733
20230919,33.70224890734585,29.489467793927606,0.0,0.0,0.0,19.168154066052946
20230920,32.01713646197855,28.014994404231224,0.0,0.0,0.0,18.2097463627503
20230921,30.416279638879622,26.614244684019663,0.0,0.0,0.0,17.299259044612782
20230922,28.89546565693564,25.28353244981868,0.0,0.0,0.0,16.434296092382144
20230923,27.45069237408886,24.019355827327743,0.0,0.0,0.0,15.612581287763035
20230924,26.078157755384414,22.818388035961355,0.0,0.0,0.0,14.831952223374882
20230925,24.774249867615193,21.677468634163287,0.0,0.0,0.0,14.090354612206138
20230926,23.535537374234433,20.59359520245512,0.0,0.0,0.0,13.38583688159583
20230927,22.35876050552271,19.563915442332362,0.0,0.0,0.0,12.716545037516038
20230928,21.240822480246575,18.585719670215745,0.0,0.0,0.0,12.080717785640237
20230929,20.178781356234246,17.656433686704958,0.0,0.0,0.0,11.476681896358226
20230930,95.16984228842253,83.2736120023697,0.0,0.0,0.0,54.12784780154031
20231001,90.4113501740014,79.10993140225122,0.0,0.0,0.0,51.42145541146329
20231002,85.89078266530133,75.15443483213866,0.0,0.0,0.0,48.85038264089013
20231003,81.59624353203625,71.39671309053172,0.0,0.0,0.0,46.407863508845615
20231004,77.51643135543443,67.82687743600513,0.0,0.0,0.0,44.08747033340333
20231005,73.64060978766271,64.43553356420487,0.0,0.0,0.0,41.883096816733165
20231006,69.95857929827957,61.21375688599463,0.0,0.0,0.0,39.788941975896506
20231007,66.46065033336559,58.15306904169489,0.0,0.0,0.0,37.79949487710168
20231008,63.13761781669731,55.24541558961015,0.0,0.0,0.0,35.909520133246595
20231009,59.98073692586244,52.48314481012964,0.0,0.0,0.0,34.11404412658426
20231010,56.981700079569315,49.85898756962315,0.0,0.0,0.0,32.40834192025505
20231011,54.13261507559085,47.366038191141996,0.0,0.0,0.0,30.787924824242296
20231012,51.425984321811306,44.99773628158489,0.0,0.0,0.0,29.24852858303018
20231013,48.85468510572074,42.747849467505645,0.0,0.0,0.0,27.78610215387867
20231014,46.4119508504347,40.61045699413036,0.0,0.0,0.0,26.396797046184734
20231015,44.09135330791296,38.57993414442384,0.0,0.0,0.0,25.076957193875494
20231016,41.88678564251731,36.65093743720264,0.0,0.0,0.0,23.823109334181716
20231017,39.792446360391445,34.81839056534251,0.0,0.0,0.0,22.63195386747263
20231018,37.802824042371874,33.077471037075384,0.0,0.0,0.0,21.500356174099004
20231019,35.91268284025328,31.423597485221613,0.0,0.0,0.0,20.42533836539405
20231020,34.117048698240616,29.852417610960533,0.0,0.0,0.0,19.40407144712435
20231021,32.411196263328584,28.359796730412505,0.0,0.0,0.0,18.43386787476813
20231022,30.790636450162154,26.94180689389188,0.0,0.0,0.0,17.512174481029724
20231023,29.251104627654044,25.594716549197283,0.0,0.0,0.0,16.636565756978236
20231024,27.78854939627134,24.314980721737417,0.0,0.0,0.0,15.804737469129321
20231025,26.39912192645777,23.099231685650544,0.0,0.0,0.0,15.014500595672855
20231026,25.07916583013488,21.944270101368016,0.0,0.0,0.0,14.263775565889212
20231027,23.825207538628135,20.847056596299613,0.0,0.0,0.0,13.55058678759475
20231028,22.633947161696728,19.804703766484632,0.0,0.0,0.0,12.873057448215011
20231029,21.50224980361189,18.8144685781604,0.0,0.0,0.0,12.22940457580426
20231030,20.427137313431295,17.87374514925238,0.0,0.0,0.0,11.617934347014048
20231031,99.40578044775972,86.98005789178976,0.0,0.0,0.0,56.53703762966334
20231101,94.43549142537174,82.63105499720027,0.0,0.0,0.0,53.71018574818017
20231102,89.71371685410314,78.49950224734025,0.0,0.0,0.0,51.02467646077116
20231103,85.22803101139797,74.57452713497322,0.0,0.0,0.0,48.473442637732596
20231104,80.96662946082807,70.84580077822456,0.0,0.0,0.0,46.04977050584596
20231105,76.91829798778667,67.30351073931332,0.0,0.0,0.0,43.747281980553666
20231106,73.07238308839733,63.93833520234765,0.0,0.0,0.0,41.559917881525976
20231107,69.41876393397746,60.74141844223027,0.0,0.0,0.0,39.48192198744968
20231108,65.94782573727858,57.70434752011875,0.0,0.0,0.0,37.507825888077186
20231109,62.65043445041464,54.81913014411281,0.0,0.0,0.0,35.632434593673324
20231110,59.51791272789391,52.07817363690717,0.0,0.0,0.0,33.85081286398966
20231111,56.54201709149921,49.474264955061805,0.0,0.0,0.0,32.158272220790174
20231112,53.714916236924246,47.000551707308716,0.0,0.0,0.0,30.550358609750663
20231113,51.02917042507803,44.65052412194328,0.0,0.0,0.0,29.02284067926313
20231114,48.47771190382412,42.417997915846115,0.0,0.0,0.0,27.57169864529997
20231115,46.053826308632914,40.29709802005381,0.0,0.0,0.0,26.193113713034972
20231116,43.75113499320127,38.28224311905112,0.0,0.0,0.0,24.88345802738322
20231117,41.5635782435412,36.36813096309856,0.0,0.0,0.0,23.63928512601406
20231118,39.48539933136414,34.549724414943626,0.0,0.0,0.0,22.457320869713357
20231119,37.511129364795934,32.822238194196444,0.0,0.0,0.0,21.334454826227688
20231120,35.635572896556134,31.18112628448662,0.0,0.0,0.0,20.2677320849163
20231121,33.853794251728324,29.622069970262288,0.0,0.0,0.0,19.254345480670487
20231122,32.16110453914191,28.140966471749174,0.0,0.0,0.0,18.29162820663696
20231123,30.55304931218481,26.733918148161713,0.0,0.0,0.0,17.37704679630511
20231124,29.025396846575568,25.397222240753628,0.0,0.0,0.0,16.508194456489854
20231125,27.574127004246787,24.127361128715947,0.0,0.0,0.0,15.682784733665361
20231126,26.195420654034447,22.920993072280147,0.0,0.0,0.0,14.898645496982093
20231127,24.885649621332725,21.77494341866614,0.0,0.0,0.0,14.153713222132987
20231128,23.641367140266087,20.686196247732834,0.0,0.0,0.0,13.446027561026337
20231129,22.45929878325278,19.651886435346192,0.0,0.0,0.0,12.773726182975022
20231130,100.0,92.16929211357888,0.0,0.0,0.0,58.04232302839472
20231201,95.0,87.56082750789993,0.0,0.0,0.0,55.140206876974986
20231202,90.25,83.18278613250493,0.0,0.0,0.0,52.38319653312623
20231203,85.7375,79.02364682587968,0.0,0.0,0.0,49.764036706469916
20231204,81.45062499999999,75.0724644845857,0.0,0.0,0.0,47.275834871146415
20231205,77.37809374999999,71.31884126035641,0.0,0.0,0.0,44.9120431275891
20231206,73.50918906249998,67.75289919733858,0.0,0.0,0.0,42.66644097120964
20231207,69.83372960937498,64.36525423747165,0.0,0.0,0.0,40.53311892264915
20231208,66.34204312890623,61.14699152559806,0.0,0.0,0.0,38.506462976516694
20231209,63.02494097246091,58.08964194931816,0.0,0.0,0.0,36.581139827690855
20231210,59.87369392383786,55.18515985185225,0.0,0.0,0.0,34.752082836306315
20231211,56.880009227645964,52.42590185925963,0.0,0.0,0.0,33.014478694491
20231212,54.03600876626366,49.80460676629665,0.0,0.0,0.0,31.363754759766444
20231213,51.33420832795048,47.31437642798181,0.0,0.0,0.0,29.79556702177812
20231214,48.76749791155295,44.94865760658272,0.0,0.0,0.0,28.30578867068921
20231215,46.3291230159753,42.701224726253585,0.0,0.0,0.0,26.89049923715475
20231216,44.012666865176534,40.566163489940905,0.0,0.0,0.0,25.545974275297013
20231217,41.812033521917705,38.537855315443856,0.0,0.0,0.0,24.26867556153216
20231218,39.72143184582182,36.61096254967166,0.0,0.0,0.0,23.05524178345555
20231219,37.73536025353073,34.78041442218808,0.0,0.0,0.0,21.902479694282775
20231220,35.84859224085419,33.041393701078675,0.0,0.0,0.0,20.807355709568633
20231221,34.05616262881148,31.38932401602474,0.0,0.0,0.0,19.766987924090202
20231222,32.3533544973709,29.819857815223504,0.0,0.0,0.0,18.77863852788569
20231223,30.735686772502355,28.328864924462327,0.0,0.0,0.0,17.839706601491404
20231224,29.198902433877237,26.91242167823921,0.0,0.0,0.0,16.947721271416835
20231225,27.738957312183373,25.566800594327248,0.0,0.0,0.0,16.100335207845994
